Warehouse,Warehouse Organisation,Catalog,Category,Category Code,Item Name,Item Code,Brand,Model,Year,Unit of Measure,Pack,Pack Quantity,Weight,Length,Width,Height,Volume,Quantity,Received Date,Expiry Date,Unit,Unit Value,Currency,Supplier/Donor,Owned By (Organization/Branch),Tracking Number,Bin,Comments
NROC B WAREHOUSE,,,Houseware Supplies,,"Glass, plastic, drinking, 340ml capacity",,,,,pcs,,,,,,,,826,8/17/2011,,,6.9,PHP,Merla B. Andres,,,,for allocation
NROC C WAREHOUSE,,,Houseware Supplies,,Water jug plastic with handle & faucet (5 gallons capacity) blue,,,,,pcs,,,,,,,,8525,8/6/2011,,,132,PHP,Lokal Industries,,,,for allocation
NROC B WAREHOUSE,,,Houseware Supplies,,"Kaldero, big,  for community kitchen",,,,,pcs,,,,,,,,48,9/8/2008,,,2500,PHP,Lokal Industries,,,,for allocation
NROC B WAREHOUSE,,,Houseware Supplies,,"Kaldero (iron kettle), family size",,,,,pcs,,,,,,,,13,8/22/2011,,,229,PHP,A. M. Ramos,,,,for allocation
NROC B WAREHOUSE,,,Houseware Supplies,,"Kawa, big, for community kitchen",,,,,pcs,,,,,,,,78,9/12/2008,,,1286,PHP,Emmaiah Mktg,,,,for allocation
NROC B WAREHOUSE,,,Houseware Supplies,,"Laddle, aluminum, jumbo",,,,,pcs,,,,,,,,57,9/8/2008,,,45,PHP,Merla B. Andres,,,,for allocation
NROC B WAREHOUSE,,,Houseware Supplies,,"Laddle, aluminum, regular size",,,,,pcs,,,,,,,,520,8/17/2011,,,19.68,PHP,Merla B. Andres,,,,for allocation
NROC C WAREHOUSE,,,Houseware Supplies,,"Laminated sacks, 8ftx100m",,,,,rolls,,,,,,,,1069,8/6/2011,,,2658.88,PHP,Lokal Industries,,,,for allocation
NROC B WAREHOUSE,,,Houseware Supplies,,"Laminated sacks, 8ftx100m, blue orange",,,,,rolls,,,,,,,,34,12/16/2010,,,2978.88,PHP,Customer First Trading,,,,allocated to DSWD FO's
NROC C WAREHOUSE,,,Houseware Supplies,,"Mats, plastic, 72x80, family size",,,,,pcs,,,,,,,,13075,8/8/2012,,,163.88,PHP,Lokal Industries,,,,for allocation
NROC C WAREHOUSE,,,Houseware Supplies,,"Mats, plastic, 72x80, family size",,,,,pcs,,,,,,,,20000,8/22/2012,,,153,PHP,Lokal Industries,,,,for allocation
NROC C WAREHOUSE,,,Houseware Supplies,,"Mosquito Net, nylon, super extra, asst color",,,,,pcs,,,,,,,,4588,8/3/2011,,,190,PHP,A. M. Ramos,,,,for allocation
NROC C WAREHOUSE,,,Houseware Supplies,,"Mosquito Net, nylon, super extra, asst color",,,,,pcs,,,,,,,,10000,8/8/2011,,,178.88,PHP,Lokal Industries,,,,for allocation
NROC B WAREHOUSE,,,Sports/Recreation,,"Stress ball, rubber round, asstd color",,,,,pcs,,,,,,,,140,9/8/2008,,,25,PHP,Lokal Industries,,,,for allocation
NROC B WAREHOUSE,,,Houseware Supplies,,"Turner, aluminum, for big kawa, jumbo",,,,,pcs,,,,,,,,115,9/8/2008,,,45,PHP,Merla B. Andres,,,,for allocation
NROC A WAREHOUSE,,,Food Items,,"Pop Mie Instant Cup Noodles, 56g, 24pcs/case",,,,,pcs,,,,,,,,203928,9/13/2012,2/18/2013,,10.64,PHP,First Pacific Company Limited,,,,
NROC A WAREHOUSE,,,Food Items,,"Promina Nutritious Baby Rusk with Green Beans, milk flavor, 130g/pack, 48packs/case",,,,,packs,,,,,,,,25920,9/13/2012,11/11/2013,,27.74,PHP,First Pacific Company Limited,,,,
NROC A WAREHOUSE,,,Food Items,,"Bimbim Crispy Cookies (milk Chocolate/vanilla flavor), 21g, 12pcs/pack, 5pack/case",,,,,pcs,,,,,,,,205920,9/13/2012,8/8/2013,,3.41,PHP,First Pacific Company Limited,,,,
NROC A WAREHOUSE,,,Food Items,,"Bottled Water, Magnolia Purewater (500mlx24)",,,,,bottles,,,,,,,,194157,8/12/2012,4/1/2013,,11,PHP,San Miguel Corporation,,,,
NROC A WAREHOUSE,,,Food Items,,"Del Monte Tidbits Pineapple, 227g",,,,,cans,,,,,,,,3,1/5/2012,9/1/2013,,45,PHP,ACS of the Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,"Nature's Spring, 350ml x 40bots (Expiration Date: August 2014)",,,,,cases,,,,,,,,2341,8/23/2012,8/1/2014,,286,PHP,Province of Cebu - c/o Governor Gwendolyn F. Garcia,,,,
NROC A WAREHOUSE,,,Food Items,,Purefoods Chicken Luncheon Meat (165gx48),,,,,tin,,,,,,,,48000,8/12/2012,7/1/2014,,30.55,PHP,San Miguel Corporation,,,,
NROC A WAREHOUSE,,,Food Items,,Rice ,,,,,sacks,,,,,,,,990,8/13/2012,,,1750,PHP,Province of Isabela (Gov. Bojie Dy),,,,No Exp. Indicated
NROC A WAREHOUSE,,,Food Items,,"Rice, 20kilos/sack",,,,,sacks,,,,,,,,9302,5/15/2012,,,550,PHP,Tzu Chi Foundation,,,,No Exp. Indicated
NROC A WAREHOUSE,,,Food Items,,"Soup Mix, Dried Vegetables (127kilos)",,,,,barrel,,,,,,,,1,3/23/2012,5/1/2013,,12700,PHP,Second Harvest Japan,,,,
NROC A WAREHOUSE,,,Food Items,,"Soup Mix, Dried Vegetables (129kilos)",,,,,barrel,,,,,,,,1,3/23/2012,5/1/2013,,12900,PHP,Second Harvest Japan,,,,
NROC A WAREHOUSE,,,Food Items,,"Soup Mix, Dried Vegetables (130kilos)",,,,,barrel,,,,,,,,1,3/23/2012,5/1/2013,,13000,PHP,Second Harvest Japan,,,,
NROC A WAREHOUSE,,,Food Items,,"Soup Mix, Dried Vegetables (132kilos)",,,,,barrel,,,,,,,,1,3/23/2012,5/1/2013,,13200,PHP,Second Harvest Japan,,,,
NROC A WAREHOUSE,,,Food Items,,"Toyo & Swan Sardines, 130g (Expiration Date: July 2015)",,,,,tins,,,,,,,,82,8/23/2012,7/1/2015,,11.05,PHP,Province of Cebu - c/o Governor Gwendolyn F. Garcia,,,,
NROC A WAREHOUSE,,,Food Items,,"Toyo & Swan Sardines, 130g x 100tins (Expiration Date: July 2015)",,,,,cases,,,,,,,,299,8/23/2012,7/1/2015,,1105,PHP,Province of Cebu - c/o Governor Gwendolyn F. Garcia,,,,
NROC A WAREHOUSE,,,Food Items,,"Ulam King, 155g",,,,,tins,,,,,,,,125032,8/12/2012,5/1/2014,,15,PHP,San Miguel Corporation,,,,
NROC C WAREHOUSE,,,Clothings,,"Brief,formen1pckx5pcs/pack(XL-16packsx5=80pcs;L-10packsx5=50pcs;M-12packsx5+3pcs=63pcs;S-16packsx5=80pcs",,,,,boxes,,,,,,,,1,1/20/2012,,,8190,PHP,Winace Holding Company,,,,for allocation
NROC C WAREHOUSE,,,Repacked,,Clothing packs,,,,,packs,,,,,,,,21856,,,,100,PHP,Various donors,,,,for allocation
NROC C WAREHOUSE,,,Clothings,,"Clothing, used (box no. hc 2130)",,,,,kgs,,,,,,,,30,7/19/2012,,,50,PHP,Handang Tumulong Foundation Inc.,,,,for repacking
NROC C WAREHOUSE,,,Clothings,,"Clothing, used (box no. hc 2132)",,,,,kgs,,,,,,,,26,7/19/2012,,,50,PHP,Handang Tumulong Foundation Inc.,,,,for repacking
NROC C WAREHOUSE,,,Clothings,,"Clothing, used (box no. hc 2132)",,,,,kgs,,,,,,,,22,8/3/2012,,,50,PHP,Handang Tumulong Foundation Inc.,,,,for repacking
NROC C WAREHOUSE,,,Clothings,,"Clothing, used (box no. hc 2132)",,,,,kgs,,,,,,,,26,8/3/2012,,,50,PHP,Handang Tumulong Foundation Inc.,,,,for repacking
NROC C WAREHOUSE,,,Clothings,,"Clothing, used (box no. hc 2132)",,,,,kgs,,,,,,,,28,8/3/2012,,,50,PHP,Handang Tumulong Foundation Inc.,,,,for repacking
NROC C WAREHOUSE,,,Clothings,,"Clothing, used (box no. hc 2133)",,,,,kgs,,,,,,,,28,7/19/2012,,,50,PHP,Handang Tumulong Foundation Inc.,,,,for repacking
NROC C WAREHOUSE,,,Clothings,,"Clothing, used (box no. hc 2134)",,,,,kgs,,,,,,,,14,7/19/2012,,,50,PHP,Handang Tumulong Foundation Inc.,,,,for repacking
NROC C WAREHOUSE,,,Clothings,,"Clothing, used, assorted, blouse, t shirt, sweatshirt, children t shirt, etc.)",,,,,kgs,,,,,,,,1373,9/9/2011,,,50,PHP,"Sunlove, Singapore c/o BOC (2011-09-008)",,,,for repacking
NROC C WAREHOUSE,,,Clothings,,"Jacket for Female, 165-175cm (color: orange + light pink)",,,,,pcs,,,,,,,,1278,8/30/2012,,,60,PHP,Jordan Hashemite Charity Organization,,,,for allocation
NROC C WAREHOUSE,,,Clothings,,"Jacket for Female, large (color: pink + beige)",,,,,pcs,,,,,,,,1918,8/30/2012,,,60,PHP,Jordan Hashemite Charity Organization,,,,for allocation
NROC C WAREHOUSE,,,Clothings,,"Jacket for male, winter, 165-185cm (color: light dark + orange)",,,,,pcs,,,,,,,,133,8/30/2012,,,60,PHP,Jordan Hashemite Charity Organization,,,,for allocation
NROC C WAREHOUSE,,,Clothings,,"Jacket, used (10kilos)",,,,,pcs,,,,,,,,13,7/19/2012,,,60,PHP,Handang Tumulong Foundation Inc.,,,,for repacking
NROC C WAREHOUSE,,,Clothings,,"T shirt ladies/short sleeves, used",,,,,kgs,,,,,,,,2331,12/12/2009,,,50,PHP,BOC c/o 400 bales (RN 2011-06-004),,,,for repacking
NROC C WAREHOUSE,,,Clothings,,"Trench coat, used (135 pcs)",,,,,kgs,,,,,,,,143,8/2/2008,,,50,PHP,BOC c/o 140 bales (RN 09-03-002),,,,allocated to FO XII
NROC C WAREHOUSE,,,Clothings,,"Trench coat, used (75kilos)",,,,,pcs,,,,,,,,61,4/11/2011,,,30,PHP,BOC c/o 540 bales (RN 2011-06-004),,,,allocated to FO XII
