Warehouse,Warehouse Organisation,Catalog,Category,Category Code,Item Name,Item Code,Brand,Model,Year,Unit of Measure,Pack,Pack Quantity,Weight,Length,Width,Height,Volume,Quantity,Received Date,Expiry Date,Unit,Unit Value,Currency,Supplier/Donor,Owned By (Organization/Branch),Tracking Number,Bin,Comments
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Cap, 4ﾔ ",,,,,pcs,,,,,,,,1340,,,,40,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Coupling, ﾽﾔ ",,,,,pcs,,,,,,,,1350,,,,20,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Coupling, 2ﾔ ",,,,,pcs,,,,,,,,1170,,,,30,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Coupling, 4ﾔ ",,,,,pcs,,,,,,,,1292,,,,40,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Elbow, ﾽﾔ X 90 ﾰ ",,,,,pcs,,,,,,,,1300,,,,30,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Elbow, 2ﾔ X 45 ﾰ ",,,,,pcs,,,,,,,,1160,,,,50,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Elbow, 2ﾔ X 90 ﾰ ",,,,,pcs,,,,,,,,1214,,,,80,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Elbow, 4ﾔ X 45 ﾰ ",,,,,pcs,,,,,,,,1220,,,,120,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Elbow, 4ﾔ X 90 ﾰ ",,,,,pcs,,,,,,,,1274,,,,150,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Female Adaptor, 1/2ﾔ ",,,,,set,,,,,,,,1350,,,,15,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Holder, ﾽﾔ ",,,,,pcs,,,,,,,,1350,,,,20,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Pipe, 1/2ﾔ Diameter",,,,,pcs,,,,,,,,21850,,,,175,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Pipe, 2ﾔ Diameter",,,,,pcs,,,,,,,,3310,,,,300,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Pipe, 4ﾔ Diameter ",,,,,pcs,,,,,,,,447,,,,400,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC TEE, ﾽﾔ ",,,,,pcs,,,,,,,,1330,,,,40,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC TEE, 2ﾔ ",,,,,pcs,,,,,,,,1210,,,,80,PHP,China (RN 07-12-015),,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,"PVC TEE, 4ﾔ",,,,,pcs,,,,,,,,1250,,,,120,PHP,China (RN 07-12-015),,,,
NROC Warehouse A,Warehouse A,,Food Items,,Rice,,,,,kgs,,,,,,,,5,,,,27.5,PHP,"Vox Dei Play & Learn Center, Imus Cavite",,,,
NROC Warehouse A,Warehouse A,,Food Items,,"Rice and Soy Meal, 450g",,,,,pck,,,,,,,,5000,,,,50,PHP,Second Harvest Japan,,,,
NROC Warehouse A,Warehouse A,,Food Items,,"Rice, NFA, 50kilos/sack",,,,,kgs,,,,,,,,32229,,,,27.5,PHP,NFA Visayas,,,,
NROC Warehouse A,Warehouse A,,Food Items,,"Sardines (100tins/box) 155g, Family's Brand",,,,,tins,,,,,,,,175044,,,,12.5,PHP,Universal Canning Inc.,,,,
NROC Warehouse A,Warehouse A,,Food Items,,"Sardines (100tins/box) 155g, Ligo Brand",,,,,tins,,,,,,,,200000,,,,11.93,PHP,Puregold Price Club,,,,
NROC Warehouse A,Warehouse A,,Food Items,,"Sardines (100tins/box) 155g, Master Brand",,,,,tins,,,,,,,,300000,,,,11.93,PHP,Puregold Price Club,,,,
NROC Warehouse C,Warehouse C,,Medical Equipment/Supplies,,"SELF-INFLATING MATTRESS, Therma Rest",,,,,pcs,,,,,,,,11,,,,3500,PHP,Second Harvest Japan,,,,
NROC Warehouse C,Warehouse C,,Shelter/Housing/Electrical Supplies/Survival,,Shelter box,,,,,set,,,,,,,,15,,,,78700,PHP,Jordan (RN 09-11-010),,,,
NROC Warehouse C,Warehouse C,,Medical Equipment/Supplies,,"SHOE COVER, Universal, blue, heat sealed seam (150pairs/case)",,,,,cs,,,,,,,,66,,,,2797.27,PHP,Second Harvest Japan,,,,
NROC Warehouse C,Warehouse C,,Medical Equipment/Supplies,,"SHOE COVER, Universal, medium blue, fluid impervious , heat sealed seam (150pairs/case)",,,,,cs,,,,,,,,10,,,,4006.22,PHP,Second Harvest Japan,,,,
NROC Warehouse C,Warehouse C,,Medical Equipment/Supplies,,"SHOE COVER, Universal, white, heat sealed seam (150pairs/case)",,,,,cs,,,,,,,,10,,,,2797.73,PHP,Second Harvest Japan,,,,
