Warehouse,Warehouse Organisation,Catalog,Category,Category Code,Item Name,Item Code,Brand,Model,Year,Unit of Measure,Pack,Pack Quantity,Weight,Length,Width,Height,Volume,Quantity,Received Date,Expiry Date,Unit,Unit Value,Currency,Supplier/Donor,Owned By (Organization/Branch),Tracking Number,Bin,Comments
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 85,,,,,box,,,,,,,,1,4/26/2012,,,"8,968.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 86,,,,,box,,,,,,,,1,4/26/2012,,,"7,172.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 87,,,,,box,,,,,,,,1,4/26/2012,,,"8,297.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 88,,,,,box,,,,,,,,1,4/26/2012,,,"8,323.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 89,,,,,box,,,,,,,,1,4/26/2012,,,"4,215.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 90,,,,,box,,,,,,,,1,4/26/2012,,,"5,861.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 91,,,,,box,,,,,,,,1,4/26/2012,,,"7,539.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 92,,,,,box,,,,,,,,1,4/26/2012,,,"6,316.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 93,,,,,box,,,,,,,,1,4/26/2012,,,"8,273.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 94,,,,,box,,,,,,,,1,4/26/2012,,,"7,275.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 95,,,,,box,,,,,,,,1,4/26/2012,,,"7,945.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 96,,,,,box,,,,,,,,1,4/26/2012,,,"9,231.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 97,,,,,box,,,,,,,,1,4/26/2012,,,"8,313.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 98,,,,,box,,,,,,,,1,4/26/2012,,,"6,239.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 99,,,,,box,,,,,,,,1,4/26/2012,,,"9,699.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 100,,,,,box,,,,,,,,1,4/26/2012,,,"4,619.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Hygiene Kit bag,,,,,pcs,,,,,,,,151,12/12/2011,,,50,PHP,UNICEF,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Pads, sanitary, free size",,,,,pcs,,,,,,,,3,3/8/2012,,,5,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Pads, Always Maxi Leak Guard plus",,,,,pcs,,,,,,,,45,3/8/2012,,,5,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Pads, Always Maxi, 2packs",,,,,pcs,,,,,,,,90,3/8/2012,,,5,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Pads, Always Plus Regular Max w/ wings",,,,,pcs,,,,,,,,16,3/8/2012,,,5,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Pads, Kotex thin",,,,,pcs,,,,,,,,22,3/8/2012,,,5,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Pads, Kotex ultra thin",,,,,pcs,,,,,,,,8,3/8/2012,,,5,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Soap, 90g (from Layette kits)",,,,,pcs,,,,,,,,7,4/26/2012,,,20,PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Soap, 113g (from Layette kits)",,,,,pcs,,,,,,,,107,4/26/2012,,,31,PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Soap, 127g (from Layette Kits)",,,,,pcs,,,,,,,,507,4/26/2012,,,31,PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Tissue, bath",,,,,roll,,,,,,,,7,5/18/2012,,,10,PHP,Filipino Community in Kuwait c/o OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Tissue, Hygienic, twin 2ply, 30g",,,,,pcs,,,,,,,,90,1/17/2012,,,10,PHP,AFP OJ7,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Toothpaste, Iodent Flouride Cavity Fighting, 181g (48sets/carton)",,,,,set,,,,,,,,4220,4/26/2012,6/1/2013,,150,PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Toothpaste, Dawn Mis gel flouride, 43gx144pcs/case",,,,,pcs,,,,,,,,576,3/8/2012,,,30,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Toothpaste, 10g",,,,,sachet,,,,,,,,194,1/17/2012,,,5,PHP,AFP OJ7,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Towel, bath, used",,,,,pcs,,,,,,,,66,5/18/2012,,,25,PHP,Filipino Community in Kuwait c/o OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Towel, bath, used (box no. hc2132)",,,,,pcs,,,,,,,,2,8/3/2012,,,30,PHP,Handang Tumulong Foundation Inc. ,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Towel, bath, used (box no. hc2132)",,,,,pcs,,,,,,,,1,8/3/2012,,,30,PHP,Handang Tumulong Foundation Inc. ,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Towel, hand, used",,,,,pcs,,,,,,,,26,5/16/2012,,,20,PHP,Philippine Embassy Singapore (c/o Jiamin Cargo Express),,,,
NROC C WAREHOUSE,,,Kids Supplies,,"Baby Diaper, Swaddlers, 8-14lbs (4-6kg), 12packsx20pcs",,,,,pack,,,,,,,,39,3/8/2012,,,78,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,"Diaper, new born",,,,,pcs,,,,,,,,34,9/11/2012,,,,PHP,DSWD Central Office,,,,
NROC C WAREHOUSE,,,Kids Supplies,,"Shoes, kids, used",,,,,pair,,,,,,,,3,7/19/2012,,,20,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Kids Supplies,,"Footwear, children, used (17pairs)",,,,,box,,,,,,,,1,5/18/2012,,,255,PHP,Filipino Community in Kuwait c/o OCD NDRRMc,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 1,,,,,box,,,,,,,,1,4/26/2012,,,"9,740.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 2,,,,,box,,,,,,,,1,4/26/2012,,,"13,360.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 3,,,,,box,,,,,,,,1,4/26/2012,,,"10,090.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 4,,,,,box,,,,,,,,1,4/26/2012,,,"7,806.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 5,,,,,box,,,,,,,,1,4/26/2012,,,"11,605.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 6,,,,,box,,,,,,,,1,4/26/2012,,,"9,884.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 7,,,,,box,,,,,,,,1,4/26/2012,,,"12,610.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 8,,,,,box,,,,,,,,1,4/26/2012,,,"8,663.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 9,,,,,box,,,,,,,,1,4/26/2012,,,"12,249.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 10,,,,,box,,,,,,,,1,4/26/2012,,,"9,718.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 11,,,,,box,,,,,,,,1,4/26/2012,,,"11,402.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 12,,,,,box,,,,,,,,1,4/26/2012,,,"7,784.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 13,,,,,box,,,,,,,,1,4/26/2012,,,"10,749.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 14,,,,,box,,,,,,,,1,4/26/2012,,,"9,773.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 15,,,,,box,,,,,,,,1,4/26/2012,,,"13,715.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 16,,,,,box,,,,,,,,1,4/26/2012,,,"13,520.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 17,,,,,box,,,,,,,,1,4/26/2012,,,"16,739.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 18,,,,,box,,,,,,,,1,4/26/2012,,,"6,434.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 19,,,,,box,,,,,,,,1,4/26/2012,,,"11,600.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 20,,,,,box,,,,,,,,1,4/26/2012,,,"13,627.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 21,,,,,box,,,,,,,,1,4/26/2012,,,"9,794.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 22,,,,,box,,,,,,,,1,4/26/2012,,,"10,856.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 23,,,,,box,,,,,,,,1,4/26/2012,,,"9,858.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 24,,,,,box,,,,,,,,1,4/26/2012,,,"15,220.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 25,,,,,box,,,,,,,,1,4/26/2012,,,"12,440.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 26,,,,,box,,,,,,,,1,4/26/2012,,,"11,230.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 27,,,,,box,,,,,,,,1,4/26/2012,,,"14,118.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 28,,,,,box,,,,,,,,1,4/26/2012,,,"12,648.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 29,,,,,box,,,,,,,,1,4/26/2012,,,"16,080.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 30,,,,,box,,,,,,,,1,4/26/2012,,,"13,104.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 31,,,,,box,,,,,,,,1,4/26/2012,,,"8,505.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 32,,,,,box,,,,,,,,1,4/26/2012,,,"8,246.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 33,,,,,box,,,,,,,,1,4/26/2012,,,"15,188.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 34,,,,,box,,,,,,,,1,4/26/2012,,,"11,800.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 35,,,,,box,,,,,,,,1,4/26/2012,,,"8,920.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 36,,,,,box,,,,,,,,1,4/26/2012,,,"9,048.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 37,,,,,box,,,,,,,,1,4/26/2012,,,"12,878.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 38,,,,,box,,,,,,,,1,4/26/2012,,,"10,099.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 39,,,,,box,,,,,,,,1,4/26/2012,,,"9,889.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 40,,,,,box,,,,,,,,1,4/26/2012,,,"13,880.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 41,,,,,box,,,,,,,,1,4/26/2012,,,"10,180.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 42,,,,,box,,,,,,,,1,4/26/2012,,,"11,885.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 43,,,,,box,,,,,,,,1,4/26/2012,,,"14,193.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 45,,,,,box,,,,,,,,1,4/26/2012,,,"8,106.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 46,,,,,box,,,,,,,,1,4/26/2012,,,"12,086.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 47,,,,,box,,,,,,,,1,4/26/2012,,,"14,945.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 49,,,,,box,,,,,,,,1,4/26/2012,,,"14,417.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Box# 50,,,,,box,,,,,,,,1,4/26/2012,,,"10,797.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,Layette Kit c/o 53 boxes,,,,,kit,,,,,,,,54,4/26/2012,,,250,PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Kids Supplies,,"Toys, hard, used",,,,,box,,,,,,,,1,2/10/2012,,,300,PHP,"Philippine Embassy, Doha, Qatar",,,,
NROC C WAREHOUSE,,,Kids Supplies,,"Toys, stuffed, used (30pcs)",,,,,sack,,,,,,,,1,1/10/2012,,,200,PHP,TV5,,,,
NROC C WAREHOUSE,,,Kids Supplies,,"Toys, stuffed, used, small (3kgs)",,,,,pcs,,,,,,,,28,7/19/2012,,,10,PHP,Jennifer Chia Juan P. Hsu,,,,
NROC C WAREHOUSE,,,Kids Supplies,,"Toys, stuffed, used, large (7kgs)",,,,,pcs,,,,,,,,15,7/19/2012,,,20,PHP,Jennifer Chia Juan P. Hsu,,,,
NROC C WAREHOUSE,,,Kids Supplies,,"Toys, stuffed, used",,,,,pcs,,,,,,,,3,7/19/2012,,,20,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Kids Supplies,,"Toys, used, assorted",,,,,box,,,,,,,,1,5/18/2012,,,150,PHP,Filipino Community in Kuwait c/o OCD NDRRMc,,,,
NROC C WAREHOUSE,,,Kids Supplies,,"Toys, used, assorted",,,,,pcs,,,,,,,,25,1/19/2012,,,10,PHP,DSWD FO CAR,,,,
NROC A WAREHOUSE,,,Food Items,,Rice,,,,,kgs,,,,,,,,65,8/9/2012,,,35,PHP,c/o DSWD Central Office (gatepass no. 014764),,,,
NROC C WAREHOUSE,,,Clothings,,Assorted Footwear 1 bag),,,,,bag,,,,,,,,1,8/9/2012,,,,PHP,c/o DSWD Central Office (gatepass no. 014764),,,,
NROC C WAREHOUSE,,,Clothings,,Assorted foot wear (2 bags),,,,,pair,,,,,,,,14,8/9/2012,,,20,PHP,Nonong Tabia,,,,
NROC C WAREHOUSE,,,Clothings,,Assorted bags (1 bag),,,,,bag,,,,,,,,1,8/9/2012,,,30,PHP,Nonong Tabia,,,,
NROC A WAREHOUSE,,,Food Items,,"Bottled Water, 350ml",,,,,bottle,,,,,,,,25,8/9/2012,,,9,PHP,Motorcycle Rider Group,,,,
NROC A WAREHOUSE,,,Food Items,,"Bonus Distilled Drinking Water, 325ml x 48",,,,,case,,,,,,,,2,8/9/2012,,,432,PHP,Isabella Josette B. Ignacio,,,,
NROC A WAREHOUSE,,,Food Items,,"Ligo Sardines, 155g x 100",,,,,case,,,,,,,,1,8/9/2012,,,"1,345.00",PHP,Isabella Josette B. Ignacio,,,,
NROC A WAREHOUSE,,,Food Items,,"Lucky Me Noodles, 55g x 72",,,,,case,,,,,,,,7,8/9/2012,3/1/2013,,496.8,PHP,Smear Care Laundry Portal,,,,
NROC A WAREHOUSE,,,Food Items,,"Lucky Me Noodles, 55g ",,,,,pcs,,,,,,,,66,8/9/2012,2/1/2013,,6.9,PHP,Smear Care Laundry Portal,,,,
NROC A WAREHOUSE,,,Food Items,,"Payless Instant Mami Noodles, 50g x 72",,,,,case,,,,,,,,7,8/9/2012,1/1/2013,,6.1,PHP,Smear Care Laundry Portal,,,,
NROC A WAREHOUSE,,,Food Items,,"Hakata Sardines, 155g x 100",,,,,case,,,,,,,,4,8/9/2012,4/1/2015,,"1,325.00",PHP,Smear Care Laundry Portal,,,,
NROC A WAREHOUSE,,,Food Items,,"555 Fried Sardines, 155g x 100",,,,,case,,,,,,,,1,8/9/2012,4/1/2015,,"1,350.00",PHP,Smear Care Laundry Portal,,,,
NROC A WAREHOUSE,,,Food Items,,"Hakata Sardines, 155g",,,,,tin,,,,,,,,177,8/9/2012,4/1/2015,,13.25,PHP,Smear Care Laundry Portal,,,,
NROC A WAREHOUSE,,,Food Items,,"Aquasoft Purified Water, 350ml",,,,,bottle,,,,,,,,79,8/9/2012,,,8.5,PHP,Richie Lipata-Ison,,,,
NROC A WAREHOUSE,,,Food Items,,"Aquasoft Purified Water, 500ml",,,,,bottle,,,,,,,,104,8/9/2012,,,11,PHP,Richie Lipata-Ison,,,,
NROC A WAREHOUSE,,,Food Items,,"Bonus Distilled Water, 6 liters",,,,,bottle,,,,,,,,2,8/9/2012,1/19/2014,,132,PHP,Richie Lipata-Ison,,,,
NROC A WAREHOUSE,,,Food Items,,"Assorted Noodles, 55g",,,,,pcs,,,,,,,,172,8/9/2012,12/1/2012,,7.1,PHP,Richie Lipata-Ison,,,,
NROC A WAREHOUSE,,,Food Items,,"Bear Brand Swack Pack, 33g",,,,,pcs,,,,,,,,65,8/9/2012,4/1/2013,,10,PHP,Richie Lipata-Ison,,,,
NROC A WAREHOUSE,,,Food Items,,Green Tea,,,,,pack,,,,,,,,1,8/9/2012,3/1/2014,,,PHP,Richie Lipata-Ison,,,,
NROC A WAREHOUSE,,,Medical Equipment/Supplies,,Amoxicillin 100mg,,,,,pcs,,,,,,,,6,8/9/2012,6/1/2013,,78,PHP,Richie Lipata-Ison,,,,
NROC A WAREHOUSE,,,Food Items,,"Aqualife Purified Drinking Water, 350ml x 36",,,,,box,,,,,,,,10,8/10/2012,,,396,PHP,Transnational Aero Corporation,,,,
NROC A WAREHOUSE,,,Food Items,,"Aqualife Purified Drinking Water, 350ml",,,,,bottle,,,,,,,,24,8/10/2012,,,11,PHP,Transnational Aero Corporation,,,,
NROC A WAREHOUSE,,,Food Items,,"Mega Sardines, 155g x 100",,,,,box,,,,,,,,2,8/10/2012,,,"1,325.00",PHP,Transnational Aero Corporation,,,,
NROC A WAREHOUSE,,,Personal Hygiene,,"Safeguard, 60g x 7pcs",,,,,pack,,,,,,,,10,8/10/2012,,,112,PHP,Transnational Aero Corporation,,,,
NROC A WAREHOUSE,,,Food Items,,"Bottled Water, 500ml",,,,,bottle,,,,,,,,250,8/10/2012,,,11,PHP,"David, Victor Dominic V.",,,,
NROC A WAREHOUSE,,,Food Items,,"Nature's Spring, 500ml x 35bottles",,,,,case,,,,,,,,1,8/10/2012,12/24/2013,,385,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,"Summit Drinking Water, 350ml x 35bottles",,,,,case,,,,,,,,1,8/10/2012,7/11/2013,,315,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,"Aqualife Purified Water, 500ml x 24",,,,,case,,,,,,,,2,8/10/2012,7/17/2013,,264,PHP,SUNPOWER Philippines,,,,
NROC C WAREHOUSE,,,Clothings,,Shoes,,,,,pair,,,,,,,,2,8/10/2012,,,30,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Solmux Carbocisteine 60ml,,,,,bottle,,,,,,,,7,8/10/2012,2/1/2014,,77.38,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Neozep drops 10ml,,,,,bottle,,,,,,,,5,8/10/2012,3/1/2014,,65.2,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Neozep drops 60ml,,,,,bottle,,,,,,,,8,8/10/2012,8/1/2013,,391.2,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Decolgen no-drowse 500mg (100 tablets/box),,,,,box,,,,,,,,1,8/10/2012,7/1/2014,,450,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Diatabs 2mg (100 capsule/box),,,,,box,,,,,,,,1,8/10/2012,11/1/2016,,625,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Neozep non-drowse 500mg (100 tablets/box),,,,,box,,,,,,,,1,8/10/2012,10/1/2013,,400,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Biogesic 500mg (500 tablets/box),,,,,box,,,,,,,,1,8/10/2012,10/1/2013,,"1,325.00",PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Bioflu 500mg (100 tablets),,,,,box,,,,,,,,1,8/10/2012,12/1/2013,,600,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Disudrin 60ml,,,,,bottle,,,,,,,,5,8/10/2012,3/1/2014,,84.37,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Dolan FP 15ml,,,,,bottle,,,,,,,,5,8/10/2012,11/1/2013,,16.85,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Naprex 60ml,,,,,bottle,,,,,,,,5,8/10/2012,3/1/2014,,92.86,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Biogesic drops 15ml,,,,,bottle,,,,,,,,13,8/10/2012,8/1/2013,,49.5,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Biogesic 60ml,,,,,bottle,,,,,,,,8,8/10/2012,11/1/2013,,84.75,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Naprex 15ml,,,,,bottle,,,,,,,,5,8/10/2012,1/1/2014,,20,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Biogesic 60ml,,,,,bottle,,,,,,,,3,8/10/2012,3/1/2014,,84.75,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Ambroxol 60ml,,,,,bottle,,,,,,,,2,8/10/2012,1/1/2015,,72,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Hydrite (100 sachets/box),,,,,box,,,,,,,,1,8/10/2012,3/1/2014,,984.95,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Doxycycline 100mg,,,,,pcs,,,,,,,,10,8/10/2012,3/1/2015,,44.8,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Povidone Iodine Betadine 15ml,,,,,pcs,,,,,,,,2,8/10/2012,4/1/2015,,29.12,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Medical Equipment/Supplies,,Katinko 10g,,,,,pcs,,,,,,,,1,8/10/2012,,,22,PHP,SUNPOWER Philippines,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,(Hygiene Kit) Toothbrush,,,,,pcs,,,,,,,,8,8/10/2012,,,10,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Personal Hygiene,,Cotton 25g,,,,,pcs,,,,,,,,6,8/10/2012,,,10,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Personal Hygiene,,Casino Alcohol 150ml,,,,,pcs,,,,,,,,5,8/10/2012,,,55,PHP,SUNPOWER Philippines,,,,
NROC F WAREHOUSE,,,Personal Hygiene,,Value Alcohol 60ml,,,,,pcs,,,,,,,,3,8/10/2012,,,22,PHP,SUNPOWER Philippines,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Toothpaste Close Up 24g,,,,,pcs,,,,,,,,12,8/10/2012,,,15,PHP,SUNPOWER Philippines,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Tissue Paper Tisyu ,,,,,roll,,,,,,,,4,8/10/2012,,,10,PHP,SUNPOWER Philippines,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Soap Safeguard,,,,,pcs,,,,,,,,7,8/10/2012,,,16,PHP,SUNPOWER Philippines,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Soap Green Cross 60g,,,,,pcs,,,,,,,,1,8/10/2012,,,16,PHP,SUNPOWER Philippines,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Shampoo Clear,,,,,sachet,,,,,,,,3,8/10/2012,,,5,PHP,SUNPOWER Philippines,,,,
NROC C WAREHOUSE,,,Personal Hygiene,,Shampoo Sunsilk,,,,,sachet,,,,,,,,36,8/10/2012,,,5,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,(Canned Goods) Ulam 155g,,,,,pcs,,,,,,,,20,8/10/2012,,,15,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,CDO Sea Quest Tuna 155g,,,,,pcs,,,,,,,,20,8/10/2012,,,15,PHP,SUNPOWER Philippines,,,,
NROC A WAREHOUSE,,,Food Items,,Master Sardines 155g,,,,,pcs,,,,,,,,35,8/10/2012,,,13.25,PHP,SUNPOWER Philippines,,,,
