Warehouse,Warehouse Organisation,Catalog,Category,Category Code,Item Name,Item Code,Brand,Model,Year,Unit of Measure,Pack,Pack Quantity,Weight,Length,Width,Height,Volume,Quantity,Received Date,Expiry Date,Unit,Unit Value,Currency,Supplier/Donor,Owned By (Organization/Branch),Tracking Number,Bin,Comments
NROC C WAREHOUSE,,,Clothings,,"Underwear, Dignity, 50""-66"" (127cm-168cm), disposable",,,,,pcs,,,,,,,,14,3/8/2012,,,10,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Clothings,,"Underwear, Tena protective, disposable, medium, 34x44"" (86cm-112cm), 64pcs/case",,,,,pcs,,,,,,,,64,3/8/2012,,,10,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Clothings,,"Underwear, Extra Prevail, for adult, 36-46"" (86cm-117cm), medium, 20pcs/pack",,,,,pack,,,,,,,,2,3/8/2012,,,200,PHP,Second Harvest Japan,,,,
NROC C WAREHOUSE,,,Clothings,,"Underwear, Disposable, Medline Protection Plus, 59-66"", 12pcs/pack",,,,,pack,,,,,,,,4,3/8/2012,,,120,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Medical Equipment/Supplies,,"Wheelchair, 24"" wheels",,,,,set,,,,,,,,3,1/28/2010,,,"1,500.00",PHP,PGH PhiKappa (2010-07-005),,,,
NROC C WAREHOUSE,,,Clothings,,"Bags, ladies, used (75pcs)",,,,,box,,,,,,,,1,5/18/2012,,,"1,500.00",PHP,Filipino Community in Kuwait c/o OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Clothings,,"Bags, men, used (12pcs)",,,,,box,,,,,,,,1,5/18/2012,,,240,PHP,Filipino Community in Kuwait c/o OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Clothings,,"Bags, used, assorted",,,,,pcs,,,,,,,,100,1/20/2012,,,20,PHP,TV5,,,,
NROC C WAREHOUSE,,,Clothings,,"Bags, used (box no. hc2133)",,,,,pcs,,,,,,,,1,7/19/2012,,,30,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Clothings,,"Bags, used",,,,,pcs,,,,,,,,1,8/9/2012,,,30,PHP,Camille Flores R. De Mayo,,,,
NROC C WAREHOUSE,,,Clothings,,"Bags, used (17pcs)",,,,,box,,,,,,,,1,9/4/2012,,,510,PHP,DSWD Central Office,,,,
NROC C WAREHOUSE,,,Clothings,,"Footwear, used (9pairs)",,,,,box,,,,,,,,1,5/17/2012,,,180,PHP,Giselle Garilva,,,,
NROC C WAREHOUSE,,,Clothings,,"Footwear, used",,,,,kgs,,,,,,,,23,1/20/2012,,,20,PHP,TV5,,,,
NROC C WAREHOUSE,,,Clothings,,"Footwear, used (8pairs)",,,,,box,,,,,,,,1,9/7/2012,,,160,PHP,DSWD Central Office (DLOC 1209-178),,,,
NROC C WAREHOUSE,,,Clothings,,"Footwear, used (55pairs)",,,,,box,,,,,,,,1,2/10/2012,,,"1,650.00",PHP,"Philippine Embassy, Doha, Qatar",,,,
NROC C WAREHOUSE,,,Clothings,,"Sandals, men, used (5pairs)",,,,,box,,,,,,,,1,5/18/2012,,,100,PHP,Filipino Community in Kuwait c/o OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Clothings,,"Sandals, men, used",,,,,pair,,,,,,,,1,7/19/2012,,,40,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Clothings,,"Shoes, ladies, used (box no. hc2130)",,,,,pair,,,,,,,,1,7/19/2012,,,30,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Clothings,,"Shoes, ladies, used (box no. hc2132)",,,,,pair,,,,,,,,1,7/19/2012,,,30,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Clothings,,"Shoes, ladies, used (box no. hc2132)",,,,,pair,,,,,,,,2,7/19/2012,,,30,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Clothings,,"Shoes, men, used (box no. hc2130)",,,,,pair,,,,,,,,4,7/19/2012,,,40,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Clothings,,"Shoes, men, used (12pairs)",,,,,box,,,,,,,,1,5/18/2012,,,360,PHP,Filipino Community in Kuwait c/o OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Clothings,,"Shoes, used",,,,,pair,,,,,,,,1,8/9/2012,,,30,PHP,Camille Flores R. De Mayo,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Aquabox and Humanitarian Aide,,,,,box,,,,,,,,500,4/13/2012,,,"9,000.00",PHP,Aquabox Derbyshire,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Battery, Alkaline Size AA",,,,,pcs,,,,,,,,24,3/8/2012,,,18,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Battery, Alkaline Size CV5",,,,,pcs,,,,,,,,6,3/8/2012,,,50,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Battery, Duracell Copper Top 9V",,,,,pcs,,,,,,,,9,3/8/2012,,,66,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Battery, Duracell Copper Top Size C4",,,,,pcs,,,,,,,,4,3/8/2012,,,60,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Battery, Duracell Copper Top Size D12",,,,,pcs,,,,,,,,24,3/8/2012,,,150,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Battery, Duracell Copper Top Size D4",,,,,pcs,,,,,,,,8,3/8/2012,,,55,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Battery, Energizer Size C2",,,,,pcs,,,,,,,,6,3/8/2012,,,55,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Battery, Rayovac Size C2",,,,,pcs,,,,,,,,2,3/8/2012,,,56,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Chain, steel, asstd sizes",,,,,bag,,,,,,,,549,1/12/2009,,,,PHP,China,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Cord Reel,,,,,unit,,,,,,,,2,6/27/2008,,,"14,770.00",PHP,JICA (RN 08-06-007),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"C-Perlin (19ft & 2.25"" x 4"" x 2"")",,,,,pcs,,,,,,,,1285,9/5/2007,,,770.54,PHP,China (RN 07-11-013,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Decorative Boarder Tiles  25x33cm 10pcs/box - Ceramics,,,,,box,,,,,,,,50,10/27/2008,,,275,PHP,BOC (RN 08-10-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Decorative Boarder Tiles 10x30cm 20pcs/box - Ceramics,,,,,box,,,,,,,,25,10/27/2008,,,200,PHP,BOC (RN 08-10-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Decorative Boarder Tiles 10x33cm 22pcs/box - Ceramics,,,,,box,,,,,,,,280,10/27/2008,,,275,PHP,BOC (RN 08-10-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Decorative Boarder Tiles 5x20cm - Ceramics,,,,,pcs,,,,,,,,9440,10/27/2008,,,8.5,PHP,BOC (RN 08-10-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Decorative Boarder Tiles 5x20cm 60pcs/box - Ceramics,,,,,box,,,,,,,,70,10/27/2008,,,510,PHP,BOC (RN 08-10-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Decorative Boarder Tiles 5x30cm 40pcs/box - Ceramics,,,,,box,,,,,,,,33,10/27/2008,,,200,PHP,BOC (RN 08-10-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Electrical outlet,,,,,pcs,,,,,,,,250,9/5/2007,,,58.83,PHP,China (RN 07-11-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Electrical wire 10mm,,,,,roll,,,,,,,,163,9/5/2007,,,830.8,PHP,China (RN 07-11-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Electrical wire 16mm,,,,,roll,,,,,,,,168,9/5/2007,,,"2,492.42",PHP,China (RN 07-11-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Flashlight, Eveready value pack with 12pcs battery size D",,,,,pack,,,,,,,,6,3/8/2012,,,450,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Flashlight, handy torch, with 6pcs battery",,,,,pack,,,,,,,,3,3/8/2012,,,250,PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Flourescent modulator tube,,,,,pcs,,,,,,,,369,9/5/2007,,,79.87,PHP,China (RN 07-11-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Generator, Model JD3800/E",,,,,unit,,,,,,,,60,9/25/2007,,,"17,517.26",PHP,China (RN 07-11-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Glass louvre  5mmx100x1215mm ,,,,,set,,,,,,,,1003,9/5/2007,,,599.78,PHP,China (RN 07-11-013,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Glass louvre 5mmx100x860mm,,,,,set,,,,,,,,240,9/5/2007,,,539.52,PHP,China (RN 07-11-013,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Junction Box ,,,,,pcs,,,,,,,,200,11/16/2007,,,99,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Protective suit,,,,,pcs,,,,,,,,761,1/5/2009,,,"1,000.00",PHP,China (RN 07-06-007),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Cap, 2” ",,,,,pcs,,,,,,,,1170,11/16/2007,,,15,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Cap, 4” ",,,,,pcs,,,,,,,,1240,11/16/2007,,,40,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Coupling, ½” ",,,,,pcs,,,,,,,,1150,11/16/2007,,,20,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Coupling, 2” ",,,,,pcs,,,,,,,,970,11/16/2007,,,30,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Coupling, 4” ",,,,,pcs,,,,,,,,1092,11/16/2007,,,40,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Elbow, ½” X 90 ° ",,,,,pcs,,,,,,,,1000,11/16/2007,,,30,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Elbow, 2” X 45 ° ",,,,,pcs,,,,,,,,1060,11/16/2007,,,50,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Elbow, 2” X 90 ° ",,,,,pcs,,,,,,,,914,11/16/2007,,,80,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Elbow, 4” X 45 ° ",,,,,pcs,,,,,,,,1120,11/16/2007,,,120,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Elbow, 4” X 90 ° ",,,,,pcs,,,,,,,,974,11/16/2007,,,150,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Female Adaptor, 1/2” ",,,,,set,,,,,,,,1150,11/16/2007,,,15,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Holder, ½” ",,,,,pcs,,,,,,,,1150,11/16/2007,,,20,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Pipe, 1/2” Diameter",,,,,pcs,,,,,,,,21350,11/16/2007,,,175,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Pipe, 2” Diameter",,,,,pcs,,,,,,,,3073,11/16/2007,,,300,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC Pipe, 4” Diameter ",,,,,pcs,,,,,,,,247,11/16/2007,,,400,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC TEE, ½” ",,,,,pcs,,,,,,,,1130,11/16/2007,,,40,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC TEE, 2” ",,,,,pcs,,,,,,,,1110,11/16/2007,,,80,PHP,China (RN 07-12-015),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"PVC TEE, 4”",,,,,pcs,,,,,,,,1100,11/16/2007,,,120,PHP,China (RN 07-12-015),,,,
NROC C WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Shelter box,,,,,set,,,,,,,,15,10/6/2009,,,"78,700.00",PHP,Jordan (RN 09-11-010),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Solar Panel Model#F0003ww. Ready Set Kit,,,,,set,,,,,,,,37,3/8/2012,,,"2,500.00",PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Spraying Equipment,,,,,unit,,,,,,,,48,,,,"55,000.00",PHP,China (RN 07-06-007),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Sprayer Knapsack, manual operation",,,,,pcs,,,,,,,,91,,,,474.47,PHP,China c/o Central Office (RN 07-11-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Sprayer Knapsack, manual operation (incomplete set)",,,,,pcs,,,,,,,,13,,,,474.47,PHP,China c/o Central Office (RN 07-11-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Surf board, long",,,,,pcs,,,,,,,,1,8/8/2012,,,500,PHP,"Angelica Cilo, flight attendant of Air Phil. Express",,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Tent, 270cm x 480cm x 200cm (H), used",,,,,set,,,,,,,,1,3/13/2012,,,"2,000.00",PHP,"Phil. Consulate General, Xiamen, China",,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Tent, Coleman Stockton, 8persons capacity",,,,,set,,,,,,,,1,3/8/2012,,,"6,000.00",PHP,Second Harvest Japan,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Tiles, 20x20cm, Granite",,,,,pcs,,,,,,,,39914,1/21/2009,,,24,PHP,BOC,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Tiles, 20x30cm, Ceramics",,,,,pcs,,,,,,,,16803,10/27/2008,,,20,PHP,BOC,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Tiles, 25x33cm, Ceramics ",,,,,pcs,,,,,,,,3275,6/22/2008,,,27.5,PHP,BOC (08-04-004),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Tiles, 30x30cm, Granite",,,,,pcs,,,,,,,,52529,10/27/2008,,,54,PHP,BOC,,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Tiles, 50x50cm, Granite (7pcs/box)",,,,,pcs,,,,,,,,141,6/22/2008,,,150,PHP,BOC (08-04-004),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Tiles, 50x50cm, Granite (7pcs/box)",,,,,pcs,,,,,,,,581,8/22/2008,,,82.5,PHP,BOC (08-09-010),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Tiles, Qixing 60x200mm 70pcs/box (Ceramics)",,,,,box,,,,,,,,738,3/19/2010,,,560,PHP,BOC (RN 2010-05-004),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,"Tiles, Sanlolus 298x300mm 17pcs/box (Ceramics)",,,,,box,,,,,,,,117,3/19/2010,,,680,PHP,BOC (RN 2010-05-004),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Ufilta bottles (Water Filtration system),,,,,pcs,,,,,,,,850,9/26/2011,,,"1,077.97",PHP,"Aquafilta, Malaysia (2011-09-008)",,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Wash basin with fittings,,,,,set,,,,,,,,120,9/5/2007,,,"1,858.19",PHP,China (RN 07-11-013),,,,
NROC B WAREHOUSE,,,Shelter/Housing/Electrical Supplies/Survival,,Wooden Door ,,,,,pcs,,,,,,,,466,11/16/2007,,,482,PHP,China (RN 07-12-015),,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Bedsheet, used",,,,,pcs,,,,,,,,20,5/18/2012,,,30,PHP,Filipino Community in Kuwait c/o OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Bedsheet, used (box no. hc2132)",,,,,pcs,,,,,,,,2,8/3/2012,,,30,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Blanket, used (12kilos)",,,,,pcs,,,,,,,,20,2/10/2012,,,30,PHP,"Philippine Embassy, Doha, Qatar",,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Blanket, used",,,,,pcs,,,,,,,,630,4/26/2012,,,80,PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Blanket, used (box no. hc2130)",,,,,pcs,,,,,,,,1,7/19/2012,,,30,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Blanket, used (box no. hc2132)",,,,,pcs,,,,,,,,4,8/3/2012,,,30,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Blanket, used (box no. hc2132)",,,,,pcs,,,,,,,,3,8/3/2012,,,30,PHP,Handang Tumulong Foundation Inc.,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Blanket, used",,,,,pcs,,,,,,,,2,9/11/2012,,,30,PHP,DSWD Central Office,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Blanket, used, heavy",,,,,pcs,,,,,,,,90,8/31/2012,,,100,PHP,United Filipinos in Thailand,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Comforter, used",,,,,pcs,,,,,,,,2,1/10/2012,,,35,PHP,TV5,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Comforter, used (15kilos)",,,,,pcs,,,,,,,,10,3/29/2012,,,40,PHP,Filipino Expatriate Wire (Singapore),,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Comforter, used",,,,,pcs,,,,,,,,11,5/18/2012,,,35,PHP,Filipino Community in Kuwait c/o OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Comforter, used",,,,,pcs,,,,,,,,2,5/16/2012,,,35,PHP,Philippine Embassy Singapore (c/o Jiamin Cargo Express),,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Pillow, used",,,,,pcs,,,,,,,,18,5/16/2012,,,25,PHP,Philippine Embassy Singapore (c/o Jiamin Cargo Express),,,,
NROC C WAREHOUSE,,,Sleeping Gear,,"Pillow, used, small (1kg)",,,,,pcs,,,,,,,,6,7/19/2012,,,20,PHP,Jennifer Chia Juan P. Hsu,,,,
NROC C WAREHOUSE,,,Sleeping Gear,,Quilt,,,,,pcs,,,,,,,,670,4/26/2012,,,80,PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Textile/Curtain/etc,,"Curtain, used",,,,,pcs,,,,,,,,6,5/18/2012,,,30,PHP,Filipino Community in Kuwait c/o OCD NDRRMc,,,,
NROC C WAREHOUSE,,,Textile/Curtain/etc,,"Curtain, used (2kgs)",,,,,pcs,,,,,,,,7,7/24/2012,,,30,PHP,Jennifer Chia Juan P. Hsu,,,,
NROC C WAREHOUSE,,,Textile/Curtain/etc,,"Table cloth, used (8kilos)",,,,,pcs,,,,,,,,5,3/29/2012,,,30,PHP,Filipino Expatriate Wire (Singapore),,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,"Dettol Antibacterial Antiseptic/Disinfectant, 125ml",,,,,bottle,,,,,,,,2,5/18/2012,9/1/2014,,30,PHP,Filipino Community in Kuwait c/o OCD NDRRMC,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 51,,,,,box,,,,,,,,1,4/26/2012,,,"10,106.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 52,,,,,box,,,,,,,,1,4/26/2012,,,"6,857.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 53,,,,,box,,,,,,,,1,4/26/2012,,,"7,075.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 54,,,,,box,,,,,,,,1,4/26/2012,,,"6,262.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 55,,,,,box,,,,,,,,1,4/26/2012,,,"7,239.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 56,,,,,box,,,,,,,,1,4/26/2012,,,"6,447.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 57,,,,,box,,,,,,,,1,4/26/2012,,,"8,914.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 58,,,,,box,,,,,,,,1,4/26/2012,,,"9,335.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 59,,,,,box,,,,,,,,1,4/26/2012,,,"4,858.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 60,,,,,box,,,,,,,,1,4/26/2012,,,"8,234.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 61,,,,,box,,,,,,,,1,4/26/2012,,,"9,038.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 62,,,,,box,,,,,,,,1,4/26/2012,,,"6,003.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 63,,,,,box,,,,,,,,1,4/26/2012,,,"6,590.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 64,,,,,box,,,,,,,,1,4/26/2012,,,"8,510.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 65,,,,,box,,,,,,,,1,4/26/2012,,,"6,000.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 66,,,,,box,,,,,,,,1,4/26/2012,,,"7,593.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 67,,,,,box,,,,,,,,1,4/26/2012,,,"8,174.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 68,,,,,box,,,,,,,,1,4/26/2012,,,"8,880.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 69,,,,,box,,,,,,,,1,4/26/2012,,,"6,619.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 70,,,,,box,,,,,,,,1,4/26/2012,,,"12,868.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 71,,,,,box,,,,,,,,1,4/26/2012,,,"5,630.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 72,,,,,box,,,,,,,,1,4/26/2012,,,"7,445.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 73,,,,,box,,,,,,,,1,4/26/2012,,,"4,419.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 74,,,,,box,,,,,,,,1,4/26/2012,,,"8,703.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 75,,,,,box,,,,,,,,1,4/26/2012,,,"9,249.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 76,,,,,box,,,,,,,,1,4/26/2012,,,"8,104.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 77,,,,,box,,,,,,,,1,4/26/2012,,,"6,076.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 78,,,,,box,,,,,,,,1,4/26/2012,,,"8,315.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 79,,,,,box,,,,,,,,1,4/26/2012,,,"8,266.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 80,,,,,box,,,,,,,,1,4/26/2012,,,"7,259.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 81,,,,,box,,,,,,,,1,4/26/2012,,,"4,680.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 82,,,,,box,,,,,,,,1,4/26/2012,,,"8,677.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 83,,,,,box,,,,,,,,1,4/26/2012,,,"7,871.00",PHP,Lutheran World Relief,,,,
NROC C WAREHOUSE,,,Medical Equipment/Supplies,,Health Kit Box# 84,,,,,box,,,,,,,,1,4/26/2012,,,"9,626.00",PHP,Lutheran World Relief,,,,
